Gene	Gene name	Brain region	TPM	pTPM	nTPM
ENSG00000145087	STXBP5L	medulla oblongata	34.6	50.1	42.0
ENSG00000145087	STXBP5L	midbrain	32.6	45.9	26.0
ENSG00000145087	STXBP5L	pons	63.6	91.4	74.5
ENSG00000145087	STXBP5L	spinal cord	21.3	31.1	23.1
ENSG00000145087	STXBP5L	thalamus	15.3	21.5	19.7
ENSG00000145087	STXBP5L	white matter	47.9	74.6	80.5
ENSG00000145088	EAF2	amygdala	4.2	5.8	5.1
ENSG00000145088	EAF2	basal ganglia	4.5	6.7	4.2
ENSG00000145088	EAF2	cerebellum	4.5	6.3	4.6
ENSG00000145088	EAF2	cerebral cortex	5.2	7.5	5.8
ENSG00000145088	EAF2	choroid plexus	2.4	3.2	3.4
ENSG00000145088	EAF2	hippocampal formation	3.9	5.6	4.1
ENSG00000145088	EAF2	hypothalamus	4.5	6.5	5.9
ENSG00000145088	EAF2	medulla oblongata	4.8	6.9	5.1
ENSG00000145088	EAF2	midbrain	4.1	6.0	5.2
ENSG00000145088	EAF2	pons	5.0	7.2	5.4
ENSG00000145088	EAF2	spinal cord	2.7	4.0	3.3
ENSG00000145088	EAF2	thalamus	5.3	7.3	6.5
ENSG00000145088	EAF2	white matter	4.1	6.4	4.5
ENSG00000145103	ILDR1	amygdala	0.9	1.2	1.3
ENSG00000145103	ILDR1	basal ganglia	1.0	1.5	1.2
ENSG00000145103	ILDR1	cerebellum	1.1	1.8	1.3
ENSG00000145103	ILDR1	cerebral cortex	1.1	1.7	1.3
ENSG00000145103	ILDR1	choroid plexus	0.6	0.8	1.0
ENSG00000145103	ILDR1	hippocampal formation	1.0	1.5	1.2
ENSG00000145103	ILDR1	hypothalamus	0.9	1.4	1.1
ENSG00000145103	ILDR1	medulla oblongata	1.0	1.4	1.1
ENSG00000145103	ILDR1	midbrain	0.9	1.3	1.2
ENSG00000145103	ILDR1	pons	1.0	1.4	1.2
ENSG00000145103	ILDR1	spinal cord	0.8	1.2	0.9
ENSG00000145103	ILDR1	thalamus	0.9	1.3	1.2
ENSG00000145103	ILDR1	white matter	1.0	1.5	1.2
ENSG00000145107	TM4SF19	amygdala	1.6	2.2	2.4
ENSG00000145107	TM4SF19	basal ganglia	2.2	3.2	2.8
ENSG00000145107	TM4SF19	cerebellum	2.5	4.2	2.9
ENSG00000145107	TM4SF19	cerebral cortex	2.6	4.1	3.1
ENSG00000145107	TM4SF19	choroid plexus	1.2	1.7	2.1
ENSG00000145107	TM4SF19	hippocampal formation	2.4	3.6	2.8
ENSG00000145107	TM4SF19	hypothalamus	2.7	3.9	2.6
ENSG00000145107	TM4SF19	medulla oblongata	2.3	3.6	2.8
ENSG00000145107	TM4SF19	midbrain	2.8	4.1	2.9
ENSG00000145107	TM4SF19	pons	2.6	3.8	3.2
ENSG00000145107	TM4SF19	spinal cord	2.5	3.6	2.8
ENSG00000145107	TM4SF19	thalamus	5.6	7.8	8.4
ENSG00000145107	TM4SF19	white matter	3.1	5.3	4.0
ENSG00000145113	MUC4	amygdala	0.0	0.0	0.0
ENSG00000145113	MUC4	basal ganglia	0.1	0.1	0.1
ENSG00000145113	MUC4	cerebellum	0.0	0.0	0.0
ENSG00000145113	MUC4	cerebral cortex	0.2	0.2	0.3
ENSG00000145113	MUC4	choroid plexus	0.0	0.0	0.0
ENSG00000145113	MUC4	hippocampal formation	0.0	0.0	0.0
ENSG00000145113	MUC4	hypothalamus	0.3	0.4	0.3
ENSG00000145113	MUC4	medulla oblongata	0.0	0.1	0.0
ENSG00000145113	MUC4	midbrain	0.0	0.1	0.0
ENSG00000145113	MUC4	pons	0.0	0.1	0.1
ENSG00000145113	MUC4	spinal cord	0.0	0.0	0.0
ENSG00000145113	MUC4	thalamus	0.0	0.0	0.2
ENSG00000145113	MUC4	white matter	0.2	0.3	0.3
ENSG00000145147	SLIT2	amygdala	10.8	15.2	17.4
ENSG00000145147	SLIT2	basal ganglia	33.1	49.0	32.2
ENSG00000145147	SLIT2	cerebellum	12.7	17.8	12.4
ENSG00000145147	SLIT2	cerebral cortex	31.0	46.3	49.0
ENSG00000145147	SLIT2	choroid plexus	20.8	27.3	45.2
ENSG00000145147	SLIT2	hippocampal formation	23.7	34.2	33.1
ENSG00000145147	SLIT2	hypothalamus	83.3	122.9	63.5
ENSG00000145147	SLIT2	medulla oblongata	35.1	51.0	37.7
ENSG00000145147	SLIT2	midbrain	30.6	44.0	25.9
ENSG00000145147	SLIT2	pons	25.7	37.3	26.7
ENSG00000145147	SLIT2	spinal cord	12.8	18.6	13.8
ENSG00000145147	SLIT2	thalamus	14.9	21.2	16.9
ENSG00000145147	SLIT2	white matter	21.5	35.3	24.1
ENSG00000145191	EIF2B5	amygdala	2.6	3.7	6.2
ENSG00000145191	EIF2B5	basal ganglia	5.6	8.2	5.9
ENSG00000145191	EIF2B5	cerebellum	6.8	9.5	8.5
ENSG00000145191	EIF2B5	cerebral cortex	5.1	7.5	8.6
ENSG00000145191	EIF2B5	choroid plexus	4.4	5.8	13.0
ENSG00000145191	EIF2B5	hippocampal formation	3.0	4.4	4.6
ENSG00000145191	EIF2B5	hypothalamus	11.7	17.3	9.5
ENSG00000145191	EIF2B5	medulla oblongata	6.5	9.0	8.3
ENSG00000145191	EIF2B5	midbrain	10.5	14.4	5.9
ENSG00000145191	EIF2B5	pons	5.6	7.7	7.2
ENSG00000145191	EIF2B5	spinal cord	4.0	5.9	8.3
ENSG00000145191	EIF2B5	thalamus	4.4	6.3	8.1
ENSG00000145191	EIF2B5	white matter	2.7	4.2	4.2
ENSG00000145192	AHSG	amygdala	0.0	0.1	0.1
ENSG00000145192	AHSG	basal ganglia	0.1	0.1	0.1
ENSG00000145192	AHSG	cerebellum	0.0	0.0	0.0
ENSG00000145192	AHSG	cerebral cortex	0.2	0.3	0.3
ENSG00000145192	AHSG	choroid plexus	0.0	0.0	0.0
ENSG00000145192	AHSG	hippocampal formation	0.1	0.1	0.1
ENSG00000145192	AHSG	hypothalamus	0.1	0.2	0.1
ENSG00000145192	AHSG	medulla oblongata	0.0	0.1	0.0
ENSG00000145192	AHSG	midbrain	0.0	0.1	0.0
ENSG00000145192	AHSG	pons	0.0	0.1	0.1
ENSG00000145192	AHSG	spinal cord	0.0	0.0	0.0
ENSG00000145192	AHSG	thalamus	0.0	0.1	0.1
ENSG00000145192	AHSG	white matter	0.1	0.2	0.2
ENSG00000145194	ECE2	amygdala	21.1	29.1	37.3
ENSG00000145194	ECE2	basal ganglia	31.1	45.7	36.2
ENSG00000145194	ECE2	cerebellum	26.1	43.3	31.2
ENSG00000145194	ECE2	cerebral cortex	40.2	60.0	45.3
ENSG00000145194	ECE2	choroid plexus	1.3	1.7	2.4
ENSG00000145194	ECE2	hippocampal formation	10.8	15.8	18.2
ENSG00000145194	ECE2	hypothalamus	93.7	134.8	106.4
ENSG00000145194	ECE2	medulla oblongata	34.5	52.6	47.9
ENSG00000145194	ECE2	midbrain	60.3	87.2	99.4
ENSG00000145194	ECE2	pons	46.9	64.6	62.3
ENSG00000145194	ECE2	spinal cord	23.1	33.2	30.2
ENSG00000145194	ECE2	thalamus	30.9	43.4	43.6
ENSG00000145194	ECE2	white matter	15.1	22.5	16.9
ENSG00000145198	VWA5B2	amygdala	23.5	32.4	39.1
ENSG00000145198	VWA5B2	basal ganglia	20.2	29.8	24.4
ENSG00000145198	VWA5B2	cerebellum	14.8	24.8	20.7
ENSG00000145198	VWA5B2	cerebral cortex	26.6	36.1	59.4
ENSG00000145198	VWA5B2	choroid plexus	0.5	0.7	1.5
ENSG00000145198	VWA5B2	hippocampal formation	19.9	29.3	36.4
ENSG00000145198	VWA5B2	hypothalamus	27.5	40.6	24.1
ENSG00000145198	VWA5B2	medulla oblongata	20.9	32.3	32.8
ENSG00000145198	VWA5B2	midbrain	14.4	20.3	18.7
ENSG00000145198	VWA5B2	pons	21.6	30.6	34.3
ENSG00000145198	VWA5B2	spinal cord	7.4	10.5	12.0
ENSG00000145198	VWA5B2	thalamus	17.1	24.0	25.8
ENSG00000145198	VWA5B2	white matter	14.8	23.0	27.5
ENSG00000145214	DGKQ	amygdala	18.0	24.7	29.1
ENSG00000145214	DGKQ	basal ganglia	26.7	39.9	31.1
ENSG00000145214	DGKQ	cerebellum	34.6	57.0	39.1
ENSG00000145214	DGKQ	cerebral cortex	27.8	40.4	39.3
ENSG00000145214	DGKQ	choroid plexus	8.6	11.4	14.7
ENSG00000145214	DGKQ	hippocampal formation	28.1	41.4	36.2
ENSG00000145214	DGKQ	hypothalamus	34.2	50.6	31.6
ENSG00000145214	DGKQ	medulla oblongata	35.2	54.6	36.9
ENSG00000145214	DGKQ	midbrain	23.4	33.8	25.9
ENSG00000145214	DGKQ	pons	24.5	35.4	28.3
ENSG00000145214	DGKQ	spinal cord	14.3	20.8	20.2
ENSG00000145214	DGKQ	thalamus	18.5	25.9	25.1
ENSG00000145214	DGKQ	white matter	18.2	28.4	21.0
ENSG00000145216	FIP1L1	amygdala	10.7	14.6	19.8
ENSG00000145216	FIP1L1	basal ganglia	14.8	21.9	19.0
ENSG00000145216	FIP1L1	cerebellum	21.7	35.4	27.2
ENSG00000145216	FIP1L1	cerebral cortex	15.8	23.4	24.3
ENSG00000145216	FIP1L1	choroid plexus	6.0	7.8	11.1
ENSG00000145216	FIP1L1	hippocampal formation	11.2	16.6	17.4
ENSG00000145216	FIP1L1	hypothalamus	17.1	25.3	26.7
ENSG00000145216	FIP1L1	medulla oblongata	12.4	18.5	17.4
ENSG00000145216	FIP1L1	midbrain	14.0	20.3	17.2
ENSG00000145216	FIP1L1	pons	13.5	19.6	18.1
ENSG00000145216	FIP1L1	spinal cord	10.5	15.2	15.9
ENSG00000145216	FIP1L1	thalamus	12.7	17.9	22.2
ENSG00000145216	FIP1L1	white matter	17.6	26.1	24.0
ENSG00000145217	SLC26A1	amygdala	7.7	10.4	12.2
ENSG00000145217	SLC26A1	basal ganglia	10.5	15.5	11.7
ENSG00000145217	SLC26A1	cerebellum	14.7	24.4	18.3
ENSG00000145217	SLC26A1	cerebral cortex	12.1	17.9	13.1
ENSG00000145217	SLC26A1	choroid plexus	4.4	5.9	6.8
ENSG00000145217	SLC26A1	hippocampal formation	8.7	12.8	13.0
ENSG00000145217	SLC26A1	hypothalamus	11.4	16.3	11.2
ENSG00000145217	SLC26A1	medulla oblongata	12.1	18.7	15.1
ENSG00000145217	SLC26A1	midbrain	8.8	12.7	12.5
ENSG00000145217	SLC26A1	pons	10.4	14.9	13.6
ENSG00000145217	SLC26A1	spinal cord	7.9	11.5	9.3
ENSG00000145217	SLC26A1	thalamus	8.4	11.9	10.9
ENSG00000145217	SLC26A1	white matter	9.9	16.4	12.3
ENSG00000145220	LYAR	amygdala	3.5	4.9	5.0
ENSG00000145220	LYAR	basal ganglia	5.0	7.2	6.2
ENSG00000145220	LYAR	cerebellum	4.7	7.6	5.8
ENSG00000145220	LYAR	cerebral cortex	4.7	6.9	7.0
ENSG00000145220	LYAR	choroid plexus	2.1	2.8	3.4
ENSG00000145220	LYAR	hippocampal formation	3.7	5.6	5.5
ENSG00000145220	LYAR	hypothalamus	4.4	6.2	7.6
ENSG00000145220	LYAR	medulla oblongata	6.0	9.0	7.5
ENSG00000145220	LYAR	midbrain	4.7	6.8	6.6
ENSG00000145220	LYAR	pons	5.4	8.0	6.9
ENSG00000145220	LYAR	spinal cord	4.4	6.4	5.4
ENSG00000145220	LYAR	thalamus	4.6	6.5	6.4
ENSG00000145220	LYAR	white matter	7.6	12.5	7.9
ENSG00000145241	CENPC	amygdala	5.7	8.0	9.0
ENSG00000145241	CENPC	basal ganglia	10.5	15.5	12.7
ENSG00000145241	CENPC	cerebellum	15.4	25.2	17.8
ENSG00000145241	CENPC	cerebral cortex	9.7	14.4	11.4
ENSG00000145241	CENPC	choroid plexus	3.2	4.2	6.2
ENSG00000145241	CENPC	hippocampal formation	6.8	10.0	8.2
ENSG00000145241	CENPC	hypothalamus	10.7	15.7	10.3
ENSG00000145241	CENPC	medulla oblongata	7.8	11.9	8.7
ENSG00000145241	CENPC	midbrain	8.8	12.5	10.2
ENSG00000145241	CENPC	pons	8.9	13.0	9.6
ENSG00000145241	CENPC	spinal cord	6.8	9.9	9.0
ENSG00000145241	CENPC	thalamus	7.6	11.1	9.6
ENSG00000145241	CENPC	white matter	12.4	19.3	11.9
ENSG00000145242	EPHA5	amygdala	8.1	11.5	13.9
ENSG00000145242	EPHA5	basal ganglia	18.7	28.0	21.1
ENSG00000145242	EPHA5	cerebellum	5.0	8.3	5.6
ENSG00000145242	EPHA5	cerebral cortex	26.2	38.9	61.9
ENSG00000145242	EPHA5	choroid plexus	0.5	0.6	1.7
ENSG00000145242	EPHA5	hippocampal formation	43.4	62.9	48.6
ENSG00000145242	EPHA5	hypothalamus	19.4	28.9	19.7
ENSG00000145242	EPHA5	medulla oblongata	14.4	20.9	15.6
ENSG00000145242	EPHA5	midbrain	20.6	29.8	17.4
ENSG00000145242	EPHA5	pons	25.3	36.6	22.7
ENSG00000145242	EPHA5	spinal cord	10.1	14.6	18.2
ENSG00000145242	EPHA5	thalamus	9.1	12.8	9.8
ENSG00000145242	EPHA5	white matter	12.2	19.0	21.2
ENSG00000145244	CORIN	amygdala	1.3	1.8	1.9
ENSG00000145244	CORIN	basal ganglia	2.0	3.1	2.0
ENSG00000145244	CORIN	cerebellum	2.1	3.4	2.4
ENSG00000145244	CORIN	cerebral cortex	1.9	2.9	2.4
ENSG00000145244	CORIN	choroid plexus	1.4	1.9	2.7
ENSG00000145244	CORIN	hippocampal formation	1.4	2.2	1.9
ENSG00000145244	CORIN	hypothalamus	2.7	3.9	2.4
ENSG00000145244	CORIN	medulla oblongata	1.9	2.6	2.5
ENSG00000145244	CORIN	midbrain	1.9	2.7	2.8
ENSG00000145244	CORIN	pons	1.7	2.4	1.8
ENSG00000145244	CORIN	spinal cord	1.3	1.8	1.7
ENSG00000145244	CORIN	thalamus	1.6	2.4	2.1
ENSG00000145244	CORIN	white matter	1.6	2.6	1.8
ENSG00000145246	ATP10D	amygdala	8.5	11.8	11.7
ENSG00000145246	ATP10D	basal ganglia	10.6	15.7	12.2
ENSG00000145246	ATP10D	cerebellum	8.7	12.3	10.2
ENSG00000145246	ATP10D	cerebral cortex	9.6	14.1	10.9
ENSG00000145246	ATP10D	choroid plexus	24.7	32.6	39.7
ENSG00000145246	ATP10D	hippocampal formation	8.1	11.7	9.8
ENSG00000145246	ATP10D	hypothalamus	15.5	23.0	16.7
ENSG00000145246	ATP10D	medulla oblongata	11.2	16.1	12.7
ENSG00000145246	ATP10D	midbrain	10.1	14.6	14.4
ENSG00000145246	ATP10D	pons	10.3	15.2	11.8
ENSG00000145246	ATP10D	spinal cord	8.0	11.6	11.3
ENSG00000145246	ATP10D	thalamus	10.9	16.0	13.9
ENSG00000145246	ATP10D	white matter	11.2	18.4	12.2
ENSG00000145247	OCIAD2	amygdala	7.7	10.8	14.8
ENSG00000145247	OCIAD2	basal ganglia	9.7	14.4	12.6
ENSG00000145247	OCIAD2	cerebellum	5.5	7.7	6.7
ENSG00000145247	OCIAD2	cerebral cortex	12.0	17.8	14.7
ENSG00000145247	OCIAD2	choroid plexus	6.3	8.3	15.2
ENSG00000145247	OCIAD2	hippocampal formation	17.1	24.9	22.8
ENSG00000145247	OCIAD2	hypothalamus	20.6	30.4	18.8
ENSG00000145247	OCIAD2	medulla oblongata	9.4	14.0	12.8
ENSG00000145247	OCIAD2	midbrain	13.5	19.1	13.0
ENSG00000145247	OCIAD2	pons	8.3	11.4	9.7
ENSG00000145247	OCIAD2	spinal cord	6.7	9.8	9.5
ENSG00000145247	OCIAD2	thalamus	8.7	11.9	12.0
ENSG00000145247	OCIAD2	white matter	6.9	11.0	11.4
ENSG00000145248	SLC10A4	amygdala	1.4	1.9	2.3
ENSG00000145248	SLC10A4	basal ganglia	5.9	8.9	5.1
ENSG00000145248	SLC10A4	cerebellum	1.0	1.5	1.0
ENSG00000145248	SLC10A4	cerebral cortex	12.1	18.2	14.9
ENSG00000145248	SLC10A4	choroid plexus	0.2	0.3	0.6
ENSG00000145248	SLC10A4	hippocampal formation	1.0	1.4	1.5
ENSG00000145248	SLC10A4	hypothalamus	24.2	35.1	20.4
ENSG00000145248	SLC10A4	medulla oblongata	15.6	20.6	18.7
ENSG00000145248	SLC10A4	midbrain	74.2	107.2	79.9
ENSG00000145248	SLC10A4	pons	45.7	63.4	50.6
ENSG00000145248	SLC10A4	spinal cord	2.1	3.1	2.5
ENSG00000145248	SLC10A4	thalamus	8.2	11.4	7.8
ENSG00000145248	SLC10A4	white matter	7.6	11.2	6.3
ENSG00000145283	SLC10A6	amygdala	0.5	0.6	0.6
ENSG00000145283	SLC10A6	basal ganglia	0.7	1.0	0.8
ENSG00000145283	SLC10A6	cerebellum	0.5	0.7	0.5
ENSG00000145283	SLC10A6	cerebral cortex	0.6	1.1	0.8
ENSG00000145283	SLC10A6	choroid plexus	0.2	0.3	0.2
ENSG00000145283	SLC10A6	hippocampal formation	0.4	0.6	0.4
ENSG00000145283	SLC10A6	hypothalamus	1.0	1.5	1.2
ENSG00000145283	SLC10A6	medulla oblongata	0.7	1.1	0.8
ENSG00000145283	SLC10A6	midbrain	0.8	1.1	0.8
ENSG00000145283	SLC10A6	pons	0.9	1.3	1.0
ENSG00000145283	SLC10A6	spinal cord	0.4	0.7	0.5
ENSG00000145283	SLC10A6	thalamus	1.7	2.4	2.4
ENSG00000145283	SLC10A6	white matter	2.1	3.4	1.7
ENSG00000145284	SCD5	amygdala	234.6	323.2	379.4
ENSG00000145284	SCD5	basal ganglia	356.6	519.9	494.0
ENSG00000145284	SCD5	cerebellum	438.7	615.9	540.3
ENSG00000145284	SCD5	cerebral cortex	266.7	393.6	370.0
ENSG00000145284	SCD5	choroid plexus	43.8	57.4	81.6
ENSG00000145284	SCD5	hippocampal formation	250.9	368.0	338.5
ENSG00000145284	SCD5	hypothalamus	390.4	536.7	488.8
ENSG00000145284	SCD5	medulla oblongata	414.6	593.2	646.8
ENSG00000145284	SCD5	midbrain	411.2	580.7	475.1
ENSG00000145284	SCD5	pons	323.7	479.2	455.3
ENSG00000145284	SCD5	spinal cord	423.1	614.3	567.0
ENSG00000145284	SCD5	thalamus	308.1	428.0	452.5
ENSG00000145284	SCD5	white matter	427.5	636.5	557.4
ENSG00000145287	PLAC8	amygdala	11.8	16.5	13.1
ENSG00000145287	PLAC8	basal ganglia	15.1	22.6	13.5
ENSG00000145287	PLAC8	cerebellum	13.4	22.4	14.3
ENSG00000145287	PLAC8	cerebral cortex	14.4	21.1	15.3
ENSG00000145287	PLAC8	choroid plexus	8.3	11.0	12.6
ENSG00000145287	PLAC8	hippocampal formation	12.8	18.8	12.9
ENSG00000145287	PLAC8	hypothalamus	15.9	22.3	13.7
ENSG00000145287	PLAC8	medulla oblongata	33.6	47.9	26.9
ENSG00000145287	PLAC8	midbrain	12.6	18.6	15.4
ENSG00000145287	PLAC8	pons	28.1	39.8	20.9
ENSG00000145287	PLAC8	spinal cord	10.9	15.6	14.6
ENSG00000145287	PLAC8	thalamus	15.2	21.0	14.6
ENSG00000145287	PLAC8	white matter	20.5	30.3	17.2
ENSG00000145293	ENOPH1	amygdala	25.7	34.9	47.3
ENSG00000145293	ENOPH1	basal ganglia	43.9	64.4	63.7
ENSG00000145293	ENOPH1	cerebellum	52.6	74.0	65.0
ENSG00000145293	ENOPH1	cerebral cortex	36.3	54.0	50.1
ENSG00000145293	ENOPH1	choroid plexus	13.4	17.5	27.9
ENSG00000145293	ENOPH1	hippocampal formation	32.2	47.4	42.6
ENSG00000145293	ENOPH1	hypothalamus	49.2	68.3	58.4
ENSG00000145293	ENOPH1	medulla oblongata	50.7	76.7	67.0
ENSG00000145293	ENOPH1	midbrain	51.1	71.8	59.5
ENSG00000145293	ENOPH1	pons	44.6	64.5	60.8
ENSG00000145293	ENOPH1	spinal cord	40.5	59.0	62.5
ENSG00000145293	ENOPH1	thalamus	42.6	62.2	56.5
ENSG00000145293	ENOPH1	white matter	58.3	88.7	83.0
ENSG00000145309	CABS1	amygdala	0.0	0.0	0.0
ENSG00000145309	CABS1	basal ganglia	0.0	0.0	0.0
ENSG00000145309	CABS1	cerebellum	0.0	0.0	0.0
ENSG00000145309	CABS1	cerebral cortex	0.0	0.0	0.0
ENSG00000145309	CABS1	choroid plexus	0.0	0.0	0.0
ENSG00000145309	CABS1	hippocampal formation	0.0	0.0	0.0
ENSG00000145309	CABS1	hypothalamus	0.1	0.2	0.1
ENSG00000145309	CABS1	medulla oblongata	0.0	0.0	0.0
ENSG00000145309	CABS1	midbrain	1.1	1.6	1.1
ENSG00000145309	CABS1	pons	0.0	0.0	0.0
ENSG00000145309	CABS1	spinal cord	0.0	0.0	0.0
ENSG00000145309	CABS1	thalamus	0.2	0.3	0.3
ENSG00000145309	CABS1	white matter	0.0	0.0	0.0
ENSG00000145321	GC	amygdala	0.1	0.1	0.1
ENSG00000145321	GC	basal ganglia	0.0	0.1	0.0
ENSG00000145321	GC	cerebellum	0.0	0.0	0.0
ENSG00000145321	GC	cerebral cortex	0.1	0.2	0.2
ENSG00000145321	GC	choroid plexus	0.0	0.0	0.0
ENSG00000145321	GC	hippocampal formation	0.1	0.1	0.1
ENSG00000145321	GC	hypothalamus	0.3	0.4	0.2
ENSG00000145321	GC	medulla oblongata	0.5	0.7	0.8
ENSG00000145321	GC	midbrain	0.3	0.5	0.3
ENSG00000145321	GC	pons	0.2	0.4	0.3
ENSG00000145321	GC	spinal cord	0.0	0.1	0.1
ENSG00000145321	GC	thalamus	0.0	0.1	0.1
ENSG00000145321	GC	white matter	0.1	0.1	0.1
ENSG00000145331	TRMT10A	amygdala	2.1	2.9	3.5
ENSG00000145331	TRMT10A	basal ganglia	3.3	4.8	4.6
ENSG00000145331	TRMT10A	cerebellum	3.9	5.4	4.9
ENSG00000145331	TRMT10A	cerebral cortex	2.8	4.3	3.8
ENSG00000145331	TRMT10A	choroid plexus	1.4	1.8	2.6
ENSG00000145331	TRMT10A	hippocampal formation	2.0	3.0	3.1
ENSG00000145331	TRMT10A	hypothalamus	4.7	6.9	4.6
ENSG00000145331	TRMT10A	medulla oblongata	4.0	6.0	5.5
ENSG00000145331	TRMT10A	midbrain	4.2	6.0	4.6
ENSG00000145331	TRMT10A	pons	3.4	5.2	5.6
ENSG00000145331	TRMT10A	spinal cord	4.6	6.8	5.0
ENSG00000145331	TRMT10A	thalamus	3.1	4.4	4.3
ENSG00000145331	TRMT10A	white matter	6.7	11.0	8.2
ENSG00000145332	KLHL8	amygdala	8.3	11.3	13.9
ENSG00000145332	KLHL8	basal ganglia	12.9	19.2	13.9
ENSG00000145332	KLHL8	cerebellum	16.8	27.5	18.6
ENSG00000145332	KLHL8	cerebral cortex	12.0	17.9	14.1
ENSG00000145332	KLHL8	choroid plexus	4.5	5.9	8.2
ENSG00000145332	KLHL8	hippocampal formation	10.4	15.4	12.1
ENSG00000145332	KLHL8	hypothalamus	16.5	24.4	16.5
ENSG00000145332	KLHL8	medulla oblongata	11.1	16.5	12.9
ENSG00000145332	KLHL8	midbrain	13.6	19.1	16.0
ENSG00000145332	KLHL8	pons	11.4	16.8	11.8
ENSG00000145332	KLHL8	spinal cord	9.2	13.3	14.3
ENSG00000145332	KLHL8	thalamus	9.1	12.9	14.6
ENSG00000145332	KLHL8	white matter	13.8	21.5	14.7
ENSG00000145335	SNCA	amygdala	97.3	136.3	154.7
ENSG00000145335	SNCA	basal ganglia	219.2	324.1	228.3
ENSG00000145335	SNCA	cerebellum	83.0	137.9	98.2
ENSG00000145335	SNCA	cerebral cortex	217.0	324.0	238.8
ENSG00000145335	SNCA	choroid plexus	16.5	21.8	34.3
ENSG00000145335	SNCA	hippocampal formation	135.0	197.0	166.3
ENSG00000145335	SNCA	hypothalamus	179.0	264.1	159.4
ENSG00000145335	SNCA	medulla oblongata	111.4	158.0	147.4
ENSG00000145335	SNCA	midbrain	174.2	232.4	191.0
ENSG00000145335	SNCA	pons	158.0	225.2	203.9
ENSG00000145335	SNCA	spinal cord	48.3	70.1	77.6
ENSG00000145335	SNCA	thalamus	78.4	110.1	107.7
ENSG00000145335	SNCA	white matter	139.5	229.1	217.8
ENSG00000145337	PYURF	amygdala	15.6	21.2	24.5
ENSG00000145337	PYURF	basal ganglia	20.8	30.8	27.7
ENSG00000145337	PYURF	cerebellum	27.3	38.4	32.0
ENSG00000145337	PYURF	cerebral cortex	20.3	30.0	22.9
ENSG00000145337	PYURF	choroid plexus	11.8	15.4	21.8
ENSG00000145337	PYURF	hippocampal formation	17.5	25.8	22.0
ENSG00000145337	PYURF	hypothalamus	26.2	38.7	29.6
ENSG00000145337	PYURF	medulla oblongata	26.3	39.8	28.5
ENSG00000145337	PYURF	midbrain	24.9	36.1	25.4
ENSG00000145337	PYURF	pons	24.6	36.3	26.4
ENSG00000145337	PYURF	spinal cord	21.3	30.8	33.2
ENSG00000145337	PYURF	thalamus	18.4	26.4	27.4
ENSG00000145337	PYURF	white matter	26.6	43.8	33.2
ENSG00000145348	TBCK	amygdala	20.4	28.5	29.8
ENSG00000145348	TBCK	basal ganglia	33.0	49.0	32.0
ENSG00000145348	TBCK	cerebellum	38.3	62.9	43.5
ENSG00000145348	TBCK	cerebral cortex	33.1	50.7	33.5
ENSG00000145348	TBCK	choroid plexus	22.1	29.1	38.6
ENSG00000145348	TBCK	hippocampal formation	24.7	36.7	29.3
ENSG00000145348	TBCK	hypothalamus	38.3	56.6	35.4
ENSG00000145348	TBCK	medulla oblongata	29.9	45.0	33.4
ENSG00000145348	TBCK	midbrain	27.3	38.6	32.4
ENSG00000145348	TBCK	pons	26.7	38.9	33.4
ENSG00000145348	TBCK	spinal cord	22.3	32.3	28.1
ENSG00000145348	TBCK	thalamus	22.3	31.3	30.2
ENSG00000145348	TBCK	white matter	41.3	64.3	40.3
ENSG00000145349	CAMK2D	amygdala	87.5	125.3	126.3
ENSG00000145349	CAMK2D	basal ganglia	104.8	155.1	107.5
ENSG00000145349	CAMK2D	cerebellum	75.5	126.1	94.3
ENSG00000145349	CAMK2D	cerebral cortex	121.2	179.0	138.3
ENSG00000145349	CAMK2D	choroid plexus	6.0	7.8	15.4
ENSG00000145349	CAMK2D	hippocampal formation	52.4	78.6	67.0
ENSG00000145349	CAMK2D	hypothalamus	77.3	111.4	67.0
ENSG00000145349	CAMK2D	medulla oblongata	40.9	59.3	41.0
ENSG00000145349	CAMK2D	midbrain	102.2	138.4	82.8
ENSG00000145349	CAMK2D	pons	39.9	57.9	44.7
ENSG00000145349	CAMK2D	spinal cord	32.4	47.0	58.7
ENSG00000145349	CAMK2D	thalamus	92.1	131.2	109.1
ENSG00000145349	CAMK2D	white matter	51.4	80.1	65.2
ENSG00000145354	CISD2	amygdala	3.5	4.8	6.2
ENSG00000145354	CISD2	basal ganglia	5.8	8.6	6.7
ENSG00000145354	CISD2	cerebellum	7.8	13.1	9.2
ENSG00000145354	CISD2	cerebral cortex	5.9	8.9	7.4
ENSG00000145354	CISD2	choroid plexus	4.5	5.8	10.0
ENSG00000145354	CISD2	hippocampal formation	5.2	7.7	6.4
ENSG00000145354	CISD2	hypothalamus	7.7	11.4	7.9
ENSG00000145354	CISD2	medulla oblongata	5.9	8.9	7.1
ENSG00000145354	CISD2	midbrain	6.8	9.8	6.8
ENSG00000145354	CISD2	pons	6.7	9.7	7.5
ENSG00000145354	CISD2	spinal cord	4.9	7.1	6.7
ENSG00000145354	CISD2	thalamus	5.6	8.1	7.3
ENSG00000145354	CISD2	white matter	7.8	12.9	9.2
ENSG00000145358	DDIT4L	amygdala	3.6	4.8	4.3
ENSG00000145358	DDIT4L	basal ganglia	28.8	41.2	33.1
